textID,text,selected_text,sentiment
9670063c71,i wish it was summer,i wish it was summer,neutral
c27d3716ef, have a lovely weekend,lovely,positive
bed4306d9b, How inconsiderate!,How inconsiderate!,negative
55692ad465, I realised when I got home that I left mine in your fridge - you`re welcome to have it if you like.,you`re welcome to have it if you like.,positive
4d208cbf0f,Trying to figure out how to personalize my downloaded Wordpress blog!  Not as easy as I was hoping   Any suggestions?,Not as easy as,negative
30ac477e90," Unfortunately, I will be nowhere near the beach. I have fam in that area, too.","Unfortunately,",negative
e741c1ae0f, glad you liked the quote (Integrity...) - it was in one of my more productive moments,glad,positive
d48b6ff342,Received our first bit of spam from Twitter - not sure how to feel that the 'sanctity' of our conversation has been tainted.,'sanctity' of our conversation has been tainted.,negative
3154e969c6,Happy Star Wars Day  - May the Fourth be with you,Happy,positive
171334d37d, too short as usual...  but was awesome,t was awesome,positive
972a1981ed,using my brothers G1 phone.. love it! driving to vegas... my phone died this morning and my charger broke,using my brothers G1 phone.. love it! driving to vegas... my phone died this morning and my charger broke,neutral
a1384fe216,"just got in from michaels and had some shreddies  im well tired, it was fun though ryan wright stoned = LOL","just got in from michaels and had some shreddies  im well tired, it was fun though ryan wright stoned = LOL",neutral
f4f2d57a7f,Margaritas with my Momo. I`ve missed her.,missed,negative
b77945b86e," whaa?  you really should.  2 and 3 are definitely optional, though.  I liked them, but I`m also crazy.","gh.  I liked them, but I`m also craz",positive
f2c9e0392f,"alkaline trio was sweet, saves the day sucked.  but i had a great time anyways.  it was awesome seeing everybody and hangin out",great time anyways.,positive
1124f6f9a5,noone wants to talk to me  lol,noone wants to talk to me  lol,negative
6ccee02afb, lame right?  do u know what dates you`ll be in Cali?,lame right?,negative
d38801e899, mark harmon just got shot on my tv,mark harmon just got shot on my tv,neutral
b1d3ad3cb2, yayy!!! Im gonna see you today! I miss you!,yayy!!! Im gonna see you today! I miss you!,neutral
e36d3c4017,_MandM Helaas.. En thanks!,thanks!,positive
c55ea4efa1,has found that old familiar feeling again.,familiar,positive
aa31cc2003, so glad i`m not at uni anymore,glad,positive
7a89663267, That`s exactly why I follow you.,That`s exactly why I follow you.,positive
20d7cb2f69, Have you managed to breathe since getting the news?,Have you managed to breathe since getting the news?,negative
0748fc0b9e,Following _aisa These guys could be shifty but worth following regardless.,but worth following re,positive
966ae8c85e,Day dreaming of Fuzzball and SNL  http://fuzz-ball.com/twitter,Day dreaming of Fuzzball and SNL  http://fuzz-ball.com/twitter,neutral
e2722e800d,Rachel Alexandra not in Belmont   but appearing in Vogue.  Best looking model they`ve had in years.,.  Best lookin,positive
46bd376e77,Is anyone else having problems following and unfollowing peeps? For me this has gone on for over a week!,problems,negative
6d059e310b,Hitting the (fairly empty) shops in Orlando! Off to downtown Disney later  http://tinyurl.com/cdsuws,Hitting,negative
0415401409,*sigh* i always disappoint people who get in my way...  everyone .. i`m OUT.. i might disappoint everyone else here..,*sigh* i always disappoint people who get in my way...  everyone .. i`m OUT.. i might disappoint everyone else here..,negative
11f9ef90bf, yeah those are better ads  It makes them look part of your content rather than blatant adverts ;),better,positive
9817d9a908,This is to all the people who have MySpaces: PLEASE ADD!!! http://wwww.myspace.com/fiftyfivethreads it`s my friend`s clothing line,This is to all the people who have MySpaces: PLEASE ADD!!! http://wwww.myspace.com/fiftyfivethreads it`s my friend`s clothing line,neutral
62a8133675, Yup I stayed until the very very end  Exciting!,I stayed until the very very end  Exciting!,positive
553f90e47c, I was afraid you were going to say that.,afraid,negative
9fcaa348c0,At the reception eating some nasty **** pasta Woot! But other than that its beautiful!,At the reception eating some nasty **** pasta Woot! But other than that its beautiful!,neutral
901b9b9cc4,i`ve just woken up,i`ve just woken up,neutral
f00076628b, Your welcome hun!    They are all amazing people - make sure to say hello to them!,!    They are all amazing peopl,positive
46f2604937, what you took your bracket off... ? And now it`s time for bed !,what you took your bracket off... ? And now it`s time for bed !,neutral
42361142b5,"Gary Just tried the Ommegang Chocolate Indulgence: no chocolate, no indulgence, just ... metallic.  Best I can... http://ff.im/-3o7RV",Best I can...,positive
45e3b1b07e,The gigantic initial inertial to get oneself to work after a deadline,The gigantic initial inertial to get oneself to work after a deadline,neutral
1a1c392802,cooking with my dad  having lots of fun in the kitchen together,having lots of fun,positive
afee51c825," i`m not sure what stracchino is, but it sounds good.",sounds good.,positive
a61457878b,Officially drugged up and taking a nap. Allergies ain`t no joke. Never had them this bad since two days ago.,Never had them this bad,negative
a429434907, Totally  plain and simple.. i hate all thoes bridezilla shows.. if i was the groom i`d be running far far away!,i hate,negative
ce7fe55e1c,mmmmm my hair smells guuud.  the wonders of 'pantien' ;D,smells guuud.,positive
cd521f760b,That`s exactly why I prefer to give money and play outside the house. Stupid Internet connection always ruining my instances!!!!  #wow,That`s exactly why I prefer to give money and play outside the house. Stupid Internet connection always ruining my instances!!!!  #wow,neutral
2e7ff170ed," Lara, thank you so much 4 the #FF recommend!",thank you so much,positive
2c8f270415,cant believe ER is all over,cant believe ER is all over,neutral
f86533eda4,I nvr wanted May to come to an end,I nvr wanted May to come to an end,positive
fe3f3401d8,Woke up to the sound of my neighbor getting a new roof,Woke up to the sound of my neighbor getting a new roof,neutral
bd9928c003," my mac`s hard drive crashed then i brought it to powermac, they couldn`t recover the files  no back up (",crashed,negative
121be04fda,mary hates me again  i wana walmart it butno one wants to go,mary hates me again,negative
076ffdd231,Me and the calculator made lots of little algebra babies today,Me and the calculator made lots of little algebra babies today,neutral
74823162be, thanks + agree  http://bit.ly/7vIKc,thanks,positive
0ca4eca526,Going to bed now...good night tweeters,good night,positive
32ec490f08,i ditched school ( i hate it ) and im taking a huge dump.......    it hurts REAL BAD!,it hurts REAL BAD,positive
0004c81c93, Dood - they`ve locked down your Vimeo WH video.,Dood - they`ve locked down your Vimeo WH video.,neutral
b7ead7dbe2, eww  What r u doing atm?,eww  What r u doing atm?,neutral
e9cbfb655f,Kristen i miss you,Kristen i miss you,negative
17723447a5, Yeah I kept rethinking it because noone that I knew would want to go with me lol. So I ended up just didn`t buy them.,Yeah I kept rethinking it because noone that I knew would want to go with me lol. So I ended up just didn`t buy them.,neutral
7e166ca11d,_Ferman that`s so weak!!  facebook fail,weak!!,negative
df3fa234aa, agree completely. it`s all about attitude & chutzpah,s all about attitude & chutzpah,positive
314c0a4ed7,havin friends over hangin out with christian tonight!!  gonna roast marshmellows and chocolate and cramcrackers.!?!?!,havin friends over hangin out with christian tonight!!  gonna roast marshmellows and chocolate and cramcrackers.!?!?!,neutral
b6c236ef0d,"Great weekend, even though my site is not moved. Plenty other things to do and learn. Keeping the faith and looking to the future",Great,positive
4b0d9c3387,is so glad the weekend is here. Only one more week left of school with my kids.,is so glad the weekend is here.,positive
feb7ba9cc1, hehe i will never thorw out these shoes  i`m listening to varsity fanclub surprise surprise  sway sway baby is awesome,hehe i will never thorw out these shoes  i`m listening to varsity fanclub surprise surprise  sway sway baby is awesom,positive
8489166688," AWWWE! I live in Van, would`ve been so great to see you  but have a great flight!",a great flight!,positive
15593e910f,the last time pankraz. why do they have to got the same name ?!?!,the last time pankraz. why do they have to got the same name ?!?!,neutral
5c0342a099,Just learned aobut #starwarsday. Thus: 'There are only 3 movies and Han Solo shot first'. Deal with it,Just learned aobut #starwarsday. Thus: 'There are only 3 movies and Han Solo shot first'. Deal with it,neutral
c7f52db5c8,"Thanks everyone. Unfortunately nothing can be done. The sales speak for themselves, and if that doesn`t convince Diamond, nothing will.",Thanks everyone. Unfortunately nothing can be done.,neutral
a5b1da7c85,is off 2 bed. gon force the sandman 2 com do wot he do since it dont look like there`s gon be any partyin 2nyt,is off 2 bed. gon force the sandman 2 com do wot he do since it dont look like there`s gon be any partyin 2nyt,neutral
71950b17a3,Back from uminaa,Back from uminaa,neutral
834196cadf, That sucks,That sucks,negative
1f23bb0860," Abrams has his quirks for sure.   I`ll summarize my post like this: decent flick, but NOT a 'Star Trek' story.","s: decent flick, but NOT a 'Star Trek' story",neutral
502f776b6b, holllaaa.. i dont know what ur up doing but im trying to finish up some work for school... bout to go to bed though,holllaaa.. i dont know what ur up doing but im trying to finish up some work for school... bout to go to bed though,neutral
2a7f64f806," Well, yeah. But my mom doesn`t wanna drive all the way to Sac if we were that far away.","Well, yeah. But my mom doesn`t wanna drive all the way to Sac if we were that far awa",neutral
dfb379a9b4,",  - muji  yipee. is anybody coming here? i can send them over hahaha. but can somebody bring JT`s BSG disks? haha",",  - muji  yipee. is anybody coming here? i can send them over hahaha. but can somebody bring JT`s BSG disks? haha",neutral
bb6c360774," _aston Welcome to Twitter! Let me know if you have any questions, would love to help.",would love to help.,positive
2d41f45aca,"has got my xbox back  , i have a really sore knee cant walk",", i have a really sore knee cant walk",negative
505931695b,Still Doing Grench paper and still getting distracted,distracted,negative
1e735f7380,i totally need to go to the doctor for my arm...this **** is STILL hurtin like hell      i shall return,hurtin,negative
8dd41515ff, Definitley Miley,Definitley Miley,neutral
feae916455,massive headache  going to see terminator tonight!,massive headache,negative
6cf831995f,awwww bless her  she needs another chance.,awwww bless her,positive
44838f4ff4,  Looks like I`m on tea duty all day.,Looks like I`m on tea duty all day.,neutral
2a0a0a6088, aww... sorry for both of you.  May the LORD give you strength and rest today!,aww... sorry for both of you.  May the LORD give you strength and rest today!,neutral
70d766adda,It`s not now... Nor has it ever been Weigly North!! Have avoid drive home!!,avoid,negative
ef74bab7f3," Congrats!  I cuss like that in a matter of minutes, But didn`t know until now there is a reward for it.","Congrats!  I cuss like that in a matter of minutes, But didn`t know until now there is a reward for it.",neutral
1737b06480,Aww sad  now  stupid crapped up phone and deciding that you would go and screw yourself up and never again work arghhh,Aww sad  now,negative
afb7ba1c75,"has a lot to catch up on from the weekend! The BHR hosts have been busy, busy, busy  http://plurk.com/p/rqpl7","has a lot to catch up on from the weekend! The BHR hosts have been busy, busy, busy  http://plurk.com/p/rqpl7",neutral
6fc13b7e51,  dont make me sad... i do agree tho it does need some more of SA`s magical lyrics,e sad,negative
815639af16,_sb I swear mine was evil  it was green and everything LOL,_sb I swear mine was evil  it was green and everything LOL,neutral
e591a91118, it wont work for me,it wont work for me,negative
94d2f19ffd,Love ice cream... Love cake... Cookies and cream ice cream cake tops them both,Love,positive
d953042861, we watched that one day in the middle of playing-- it REALLY doesn`t hold up,we watched that one day in the middle of playing-- it REALLY doesn`t hold up,negative
ff71211246,dam it keeps rainin on me,dam,negative
77dfb0beb2,6789998212 haha love soulja boys new song,love,positive
c64d30a2ad,going shopping with my mammyy.... my makeup and face are being generally quite nice to me today,nice,positive
d65cbf00a7, ya and i would have gained a few kgs by then.  what are you working on today?,ya and i would have gained a few kgs by then.  what are you working on today?,neutral
42cb3964de, meeting the boy?,meeting the boy?,neutral
1186f403fd,New comic posted. Introducing  'Joe! - The Mini Strip'  http://tinyurl.com/oasxx2 (via ) cute Mother`s day strip!,) cute Mother`s day strip!,positive
d1dd169199, Why no sn... o. yeah... Sad day.....,. Sad day.....,negative
46eb0ef934,This weather is awful! I just want to curl up and read a book all day,This weather is awful!,negative
aa6095010e,Sickkkk  ....and I need 11/20--NOW.,Sickkkk,negative
aff6923046,aarrgghh - fu*k.....a hose has leaked water all over the new floating floor,aarrgghh - fu*k.....a hose ha,negative
1eff07b6c5, addict? Me? Okay I admit I need help  BUT... I have been writing hits big bro. I really really have *smile*,*smile,positive
500d5b1751,Almost time to say Good Bye to my twimulations. I`ll miss my tweeps,I`ll miss my tweeps,negative
b28a10ed09, hey Bow when yu comin baxx 2 thaa 614 we miss yu hun  ...614 all day!!,we miss yu,negative
c89510fc76,"So from this moment foward, imma have to spend my money wisely. No dress and shoe shopping every week. No more pigging out @ my fav rest.",wisely.,positive
641db1b766,Morning tweeple,Morning tweeple,positive
3a98977b6d,_Thomas ahhhh probably will...not good  u been Dubai before??,not good,negative
93445128a5,"Music Update Before Leaving. Check out the songs Photograph by Air, Disco Friends by Just Jack, Stand Up by The Prodigy. And Enjoy!!!",Enjoy!!,positive
1836cc7a3a, b/c you catnapped...cats always have weird dreams,weird,negative
4cfb2334e2," If I am... so are U, my friend.  HA!  But the thing is... WE make old look GOOD!",.. WE make old look GOOD,positive
4b9f6d5ddb,Having a good...no great day already & Dr.Miracles feel-it formula really does work!! LOL Hope everyone has a good day as well,Having a good...no great day already,positive
058d8281ef," The first thing she said means 'Your new album is really good' and the second thing, 'Don`****`s broken'. I am Persian!","The first thing she said means 'Your new album is really good' and the second thing, 'Don`****`s broken'. I am Persian!",neutral
e773dda8d3,is starting to love twitter!!! Facebook-detox diet is working great,diet is working great,positive
451fba032d,"Out for a walk in the cornish countryside, on the great British bank hol   http://bit.ly/AILUn  http://yfrog.com/6rwwtj","Out for a walk in the cornish countryside, on the great British bank hol   http://bit.ly/AILUn  http://yfrog.com/6rww",neutral
196972d483,"'Your gonna miss this, Your gonna want this back, Your gonna wish these days hadn`t gone by so fast'  So true I already miss this year",miss,negative
672174f5a2,And it stopped raining.  Fuckingtastic! ),Fuckingtastic!,negative
c532a112f7, I don`t think I can bear such cuteness this early in the day! Kudos to Fair Empress,Kudos,positive
94b48f6dba,Wow Derek Rose got a next student to do his SATs.  so what now? He can`t play no more?,Wow Derek Rose got a next student to do his SATs.  so what now? He can`t play no more?,neutral
0fccbe0299,Sitting in an empty yearbook room.  attempting to figure this asap out lol,lol,positive
f6b45a61d5," need to get an intel based mac 1st   but this impacts on dual core vs quad choice, latter probably better for virtualization",ly bette,positive
da510d8b9a, I feel your pain... dont you hate those days,I feel your pain... dont you hate those days,neutral
1bfb23cbb4, Pitty he wasnt arnd 2 huh! I wld have rlly wet myself! Otherwise the wedding was gr8!! Had a gd time & lots of smiley faces!,Pitty he wasnt arnd 2 huh! I wld have rlly wet myself! Otherwise the wedding was gr8!! Had a gd time & lots of smiley faces!,neutral
5d2a5ba5e1,If someone in the family died you would of heard about it. Duhhhhhh. . .,Duhhhhhh.,negative
c999c3d792,low low low low low low low low low.............................,low low low low low low low low low.............................,neutral
f49443a4a0,so I`m kinda pissed that Boys Like Girls is gonna be at Kentucky Kingdom on a date i already have a show,I`m kinda pissed,negative
49485d5afe, That`s awesome! We have that this weekend too but I can`t go because I`m moving this Sat.  I should be a lot of fun though,That`s awesome!,positive
46e0b00683,I had fun this summer,I had fun this summer,positive
925c8b900b,Came tantalizingly close to acing a Facebook communism quiz. One question has 'I hope Britain will be next communist' as correct answer.,acing,positive
c08f716ce5,mymaths time....if only i cud read the mind of a nerd durin the exam,mymaths time....if only i cud read the mind of a nerd durin the exam,neutral
6ea6d1ac5e,seen loads of new photos and stuff of new moon and cant wait  lol (L) Taylor lautner lol   takes his shirt off 3 times yum =]... lol,seen loads of new photos and stuff of new moon and cant wait  lol (L) Taylor lautner lol   takes his shirt off 3 times yu,positive
ed16c010b5,Playing pacman on itouch!  lol,Playing pacman on itouch!  lol,neutral
b2215eb91b,"Holy cow! Archie Andrews finally marries Veronica Lodge.This is not what I thought will eventually happen in my 6th grade  Awww...bad, bad","This is not what I thought will eventually happen in my 6th grade  Awww...bad, bad",negative
27a58122bf, - 05/31 marks the end of our roommate era. And you never made me empanadas again.,marks the end of our roommate era. And you never made me empanadas again.,neutral
6417912691,Happy Hug Your Mom Day!! love you mom,love yo,positive
f0edaf1afa, I should be asleep  trying to be...,I should be asleep  trying to be...,neutral
8cc91d8ae7, not sure i can make it,not sure i can make it,neutral
a4ccd2c1a9, How did we just get paid and still be broke as hell?! No shopping spree for me today,broke as hell?!,negative
cc40e90831,Listing to a sad song  so i am sad too,sad,negative
4a2da853aa,is saddened by Husker Access...no internet!,is saddened by Husker Access...no internet!,negative
44b8b905f8,Through to quaterfinals of charity football tournament. My penalty save sent us through,My penalty save sent us through,positive
96fb1e7cd6,waking up at 6 am? yuuup. still going out tonight? you better believe it.,believe,positive
a5c4a4bf53," he was soooo great!!! loved him! He was so good live, haha it poured on us though... makes it that much better!",s soooo great!!!,positive
5785712bfa,what a lazy sunday... I love lazy days...,love,positive
1de9b80ecb, I`m trying to sleep!!! It`s not working,not working,negative
33fc26095a," Hehe ! Thanks for your advice  I choose the shoes, only three of them, so hard !!!",Thanks,positive
d94f94668e,watching finding nemo with my nephew so cute!,cute!,positive
14f9c8dad5,I miss my mom..  'May angels lead you in',miss,negative
7c1cf7c246,LAKERS TOMORROW  KB and DF ftw!,LAKERS TOMORROW  KB and DF ftw!,neutral
49839339e8,Yeah Yeah Yeahs - Softshock,Yeah Yeah Yeahs - Softshock,neutral
a35edb35b9, ooh good then  Thank you for the heads up bro,ooh good,positive
af35d2cee1, Your cave? Does it have an espresso machine?,Your cave? Does it have an espresso machine?,neutral
bf35ed26dd, its so sad! i wish i could stay longer! It the last time ill see you tonight  better not wear my make up!,sad!,negative
56a82e0dea,Heading home. Could really have done without banging my head on the way into the bus,banging,negative
84d6e21c3f, but it`s fun when they blatantly ignore the advice,fun,positive
791899e5b8,look how   choke on this **** talks to me,look how   choke on this **** talks to me,neutral
f0032bffad, what have you been up to ?,what have you been up to ?,neutral
b4b22e14e0,"what the hell am i doing awake this early,",what the hell,negative
474707a3d2,my iMac`s died  keeps cutting out for no reason. Anyone recommend a good mac place for service / parts? Think I need a new power supply,my iMac`s died  keeps cutting out for no reason.,negative
cffd4a4753, LOL yea the fondue is on point... but that Chocolate Lava Cake is what you really want...but I wont be here   Im Mon-Fri babes!,LOL yea the fondue is on point... but that Chocolate Lava Cake is what you really want...but I wont be here   Im Mon-Fri babes!,neutral
62852d51c0,I hate when it`s cloudy. I either want it to be all sunny or raining. It`s cloudy,I hate wh,negative
8542ba9b94,"back soon, need to run to the shops and cut the grass","back soon, need to run to the shops and cut the grass",neutral
3ef24ff6fa,TGIF. I don`t feel good.,don`t feel good.,negative
b0b703418d,I  didnt know there was a starwars day,I  didnt know there was a starwars day,neutral
d05cc52d1a,It`s cold and cloudy and I have a million loads of washing to do,It`s cold and cloudy and I have a million loads of washing to do,neutral
1e57d6566a, drugs are bad,drugs are bad,neutral
d1cd50d21b, Hey im a fan from New Zealand. Loving the show even tho we are soooo behind in the episodes! haha. Keep up the good work,Hey im a fan from New Zealand. Loving the show even tho we are soooo behind in the episodes! haha. Keep up the good work,positive
f1c4da2a2e, say hello to Marina Green ... couldn`t participate in Barcelona this weeken,couldn`t participate,negative
4101fad169,Home from a day of pampering with mom & dinner with family. Am currently snuggied up on the couch with a glass of wine & a new book. Ahhh,pampering wi,positive
d970190769,_Mak request me on bbm & send all ur contact info. Everything didn`t sync up from old phn  I have ur tmail info haha - DATED!,Mak request me on bbm & send all ur contact info. Everything didn`t sync up from old phn  I have ur tmail info haha - DATED!,neutral
a5315d12d7, An elephant? LOL Try painting it from the back,An elephant? LOL Try painting it from the back,neutral
97a5aed8e8,Sent Twitterville 1.2 off to Apple for review  More screenshots etc will be released later this week.,Sent Twitterville 1.2 off to Apple for review  More screenshots etc will be released later this week.,neutral
c1608cfd9d,I want an iPhone <33333,I want an iPhone <33333,positive
b23cbc7671, you can use my alotment,you can use my alotment,neutral
de6e157ccf, doesnt work already,doesnt work,negative
e76865ce1f,hope this day will be nice as the sun that are upon us,nice,positive
564aa13284," it was a crazy time, nothing to be ashamed of that you were timid. you were osocute in your bashfulness","it was a crazy time, nothing to be ashamed of that you were timid. you were osocute in your bashfulness",neutral
0a6fd440df," I didn`t say I met *all* the awesomest people, just a bunch of them.",awesomest,positive
1aa9fbcd6f,"oh dear, I`m being followed by someone that claims to help you stay young  the end is nigh",young  the end is nigh,negative
75401a5443,on the phone w. Chantellie ! <3,on the phone w. Chantellie ! <3,neutral
d8729c1fe3,you know what`s today? no? it`s the Star Wars day you ****!,you know what`s today? no? it`s the Star Wars day you ****!,neutral
dc5132385f,LMAO! listening to the great Bob Marley!  Wow hes so awesome,awesome,positive
9906db3eb7,done with the photo album  as im a good person so i make it quite private for now. pity you ben haha,good,positive
d6cb35aa93,At least it`s Friday...working `til 1:30AM,At least it`s Friday...working `til 1:30AM,neutral
f247dfd74f, Seeing my friends and doing coursework  I have the weekend off work so I am happy!,m happy,positive
a9ad70e960,death cab for cutie and slouchy barets  its a good way to start the day.,death cab for cutie and slouchy barets  its a good way to start the day.,positive
18d6fc9271,At Home,At Home,neutral
22b097900d,Its an undeniable truth.  I suck at talking to people.  No good at making a connection.  i come off as either strange or distant,suck,negative
86a2a1b941, *is bad ****...He still is,*is bad ****...He still is,negative
3b8041c925,I think today I shall listen to some Gary Numan before starting some remixes,I think today I shall listen to some Gary Numan before starting some remixes,neutral
c55a76ce0f,Sushi joint was closed  but still had a nice lunch w/ Angel!,nice,positive
8c337a1d29,Eww town fair tire smells horrible. Its making me sick,horrible.,negative
ec7125f88b,cynthia and jenny are spamming my twitter! haha,cynthia and jenny are spamming my twitter! haha,neutral
0a8403864f, Oh no  I hope you reach him!,I hope,positive
5ef20e6425,"Just been out to try to catch a swarm, gone into a roof gable end   Set up a bait hive an hoping for the best at the moment",n hoping for the best,positive
deeb31fc40,Almost all are here now! Tomorrow at 8 we start! 291km`s of mud  - http://mobypicture.com/?zx33t1,Almost all are here now! Tomorrow at 8 we start! 291km`s of mud,neutral
89e8e2bc5c, always good to see you - even in cyberspace,always good to see you,positive
546afe7ef5,Brooklyn!!! We went hard!!! Now back up top!! But 1st Hajji`s...yea again  http://tinyurl.com/codla7 http://ti.. http://tinyurl.com/cr8hjs,hard!!,negative
2c8041e6ed," She must be able to tell we`re reprobates, despite your endorsement. She sounds pretty smart!",smart!,positive
4eb3f15dd4, yummmm make sure u leave some 4 me im home cleaning up working mad hard,working mad hard,negative
327f200c22,I`m bored. No internet. I haven`t made it downtown or to the beach yet.,I`m bored. No internet. I haven`t made it downtown or to the beach yet.,negative
9802befdec," #avatarcamp photos, perhaps?  lol (just itching to see them!)","#avatarcamp photos, perhaps?  lol (just itching to see them!)",neutral
72dffbd0ef," I will, n btw happy mothers day sissy","I will, n btw happy mothers day sissy",positive
b514fabc0b, I wana be there num 1 fan  sharsies??!!!,I wana be there num 1 fan  sharsies??!!!,neutral
f2f9937467,Played the Eclectricity Festival @ The Custard Factory last night was an UNREAL atmos right till the end! Glad i played last set,Glad i played last set,positive
5c19fb5069,"Played with FontStruct http://is.gd/ejE uploaded to dafont, 16k downloads & top of its category http://is.gd/wyyp Very wtf moment for me",top,positive
50831b3f76,Nice sunny day,Nice sunny day,positive
1c749523ed, I wanna watch that movie again. Maybe that dvd will work in my laptop since Dawson`s Creek doesn`t,I wanna watch that movie again. Maybe that dvd will work in my laptop since Dawson`s Creek doesn`t,neutral
f5f75739a5,Ahh! my right kidney hurts soooo bad!!! Ooommmmggggg!!!!,Ahh! my right kidney hurts soooo bad!!! Ooommmmggggg!!!!,negative
9864618eca,fucken tired as ****  it`s sunny.. good day? deffff,fucken tired as ****,negative
110a0ce8fd,"wow, so x-men was pretty much amazing. i love wolverine.",pretty much amazing.,positive
472e6341d3," as nerdy as I am, I just found out it was Star Wars day today!  I love you D",I love you,positive
c5512029c4,rip grandpa  graduation today...,rip grandpa  graduation today...,neutral
8b5b644f36,TIRED! goodnight twitter  its mother`s day  happy mother`s day  lov my moomy <3 yayy! God Bless.,TIRED!,negative
8b0d4b3b74," Feeling inspired this evening, huh?","Feeling inspired this evening, huh?",positive
322d489752,sigh....it`s always so sad when you watch the series finale....no more green wing left to watch,sad,negative
d4c9c83307,. I`m sitting here with this girl that urk my nerves damm yo,. I`m sitting here with this girl that urk my nerves damm yo,neutral
d018bf224c,Hate being sick  especially when there`s no one to pamper me,Hate being sick,negative
5aa5e13395,"long, fun day  now for some relaxation. some TV with the mom, then sleeeep","long, fun day",positive
90e86fb530," OMJ I loved it....it was a good laugh and Frankie did a great job, and you guys did too ~Agnes",".it was a good laugh and Frankie did a great job,",positive
5cdf99d6de,my body isnt itching anymore,my body isnt itching anymore,positive
d8db8176da, I LLLOOOVVVEEE ICARLY,I LLLOOOVVVEEE ICARLY,positive
587777344e," Like double posting on twitter?  ;)  lol.  Not me, I don`t take anything.","Like double posting on twitter?  ;)  lol.  Not me, I don`t take anything",neutral
eb03f33dc5,  wut itell u yesterday lol,wut itell u yesterday lol,neutral
6af967f653,  My Dad worked for SW when I graduated HS. Worked at HOU 21 years.   He retired 3 years before I joined the Company.,My Dad worked for SW when I graduated HS. Worked at HOU 21 years.   He retired 3 years before I joined the Compan,neutral
3d72bd6c6a," i hope so, recorded the pit/was game to find out it didnt record... lucky it wasn`t the leafs, i woulda lost it by now",lost,negative
1dd93ad2be,wishes she would call him ...   *hc*,wishes she would call him ...   *hc*,neutral
a9069500b5, Ur welcome,Ur welcome,positive
7412052774," ohhh ok. so like, it`s more frustrating? I had my hands on a 3g iphone last week but it was upgraded so i couldn`t unlock it",frustrating?,negative
dbe1ee4b3a,once i hit christian in the head with a metal bat! haha he then socked me in the eye! haha i miss being a reckless little kid,once i hit christian in the head with a metal bat! haha he then socked me in the eye! haha i miss being a reckless little kid,negative
0cdb9fb23c, http://twitpic.com/4w8ja - **** Felicia is freakin cute,**** Felicia is freakin cute,positive
dffc3ecfa1,"so after church, i went to the mall with my parents, i got a new backpack that can fit all my schoolbooks AND my laptop","so after church, i went to the mall with my parents, i got a new backpack that can fit all my schoolbooks AND my laptop",positive
4da2acbf81,I hate sitting at the doctors office! They told me she is running an hour behind! AWESOME,I hate sitting at the doctors office! They told me she is running an hour behind! AWESOME,neutral
e8a3fb8fd4," Hey, it was a GORGEOUS, day (and night) here, too.  Played in the sun then a full moon lit my way home.    Life is good.",.    Life is,positive
b484ef8a8a,character designs complete! .... in about a week we`ll give another sneak peak... stay posted!,character designs complete! .... in about a week we`ll give another sneak peak... stay posted!,neutral
3d89b06a03," Won`t really get a break till custody issue is settled and I`ve moved... another month or so, at least","Won`t really get a break till custody issue is settled and I`ve moved... another month or so, at least",neutral
925d9056b5,but I am one in a million,but I am one in a million,neutral
ea0d6b86f8, time-warner? talk about AOL. we did our presentation on warner bros.,time-warner? talk about AOL. we did our presentation on warner bros.,neutral
e836a4c8d3, Thanks for that!,Thanks,positive
6326b2d7f1, Wahoo! Thanks for the mention to others!,Thanks,positive
1ea0ac8606," saw your pics, so awesome!",awesome!,positive
7223003443, chillin wassup ma?? ayo in cali my day just started idk where u r but u have a gud day YA diggg,have a gud day,positive
9a6f4d05d5,"35mins through the 1hr 20mins Google Wave demo, that looks a lot of fun, would love to test it though.  http://bit.ly/WnMSc",would love to test it though.,positive
a9456542d7,Happy mother`s day to all moms out there!  i just played tong-its a while ago.,Happy,positive
cf2f393f1f,Just went a bought the bigest redbull i could find. its going to be a long day at the office,its going to be a long day at the office,negative
74310fddf6, busy wit work  how is your business going on?,busy wit work  how is your business going on?,neutral
be007a874c, the idiom?? doesn`t ring a bell eh? hahaha. y`are really thinking of food?! nope. actually in the bathroom. teehee,the idiom?? doesn`t ring a bell eh? hahaha. y`are really thinking of food?! nope. actually in the bathroom. teehee,neutral
04682e718c,really wants a puppy...,really wants a puppy...,neutral
3ecad96249," Thanks!  Unfortunately the EU had probs with his satellite provider, so even though his TV LOOKS great, it`s basically useless","Thanks!  Unfortunately the EU had probs with his satellite provider, so even though his TV LOOKS great, it`s basically useless",neutral
a515ed7afc,"#Ferber As happens every few days, Rohan woke up unhappy at midnight.  The good/bad news is that I was still awake, due to afternoon nap",Rohan woke up unhappy at midnight.,negative
e5b87fbf99,it`s after 3 AM.!!  I think it`s time to bed.!!  have a good night twitts.! ;)),have a good night twitts.,positive
f397eb8b73,"the sun is out, can you believe it","the sun is out, can you believe it",neutral
481871bdae," Very cute - I don`t think I can make it to MakerFaire, sadly","Very cute - I don`t think I can make it to MakerFaire, sadly",neutral
bd140dbc4e,"Just had some strawberries for afternoon snack, I love strawberries!! Gonna make a strawberry smoothie tonight after the gym",I love strawberries!!,positive
49ef633bd1,The city officially smells like dead fish,smells like dead fish,negative
